associatedTaxa	basisOfRecord	collectionCode	collectionID	coordinateUncertaintyInMeters	country	county	day	decimalLatitude	decimalLongitude	eventDate	genus	habitat	identificationID	informationWithheld	infraspecificEpithet	institutionCode	locality	month	occurrenceID	samplingProtocol	scientificName	scientificNameAuthorship	specificEpithet	stateProvince	year	dataAggregatorName	resolvedNames	geometry	ecoregion
	PreservedSpecimen			500	USA	Buncombe		35.606	-82.455	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129554	pan trap	Agapostemon virescens			North Carolina	2008	gbif	Agapostemon virescens	c(1577413.25911245, -878365.260204856)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.606	-82.455	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129590	pan trap	Agapostemon virescens			North Carolina	2008	gbif	Agapostemon virescens	c(1577413.25911245, -878365.260204856)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.603	-82.445	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129635	pan trap	Lasioglossum imitatum			North Carolina	2008	gbif	Lasioglossum imitatum	c(1578359.22741798, -878505.457817077)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.603	-82.445	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129653	pan trap	Lasioglossum imitatum			North Carolina	2008	gbif	Lasioglossum imitatum	c(1578359.22741798, -878505.457817077)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.603	-82.445	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129671	pan trap	Halictus ligatus			North Carolina	2008	gbif	Halictus ligatus	c(1578359.22741798, -878505.457817077)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.615	-82.449	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129716	pan trap	Lasioglossum viridatum_group			North Carolina	2008	gbif	Lasioglossum viridatum	c(1577753.99251308, -877268.056673248)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.615	-82.449	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129734	pan trap	Lasioglossum viridatum_group			North Carolina	2008	gbif	Lasioglossum viridatum	c(1577753.99251308, -877268.056673248)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.615	-82.449	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129752	pan trap	Augochlorella aurata			North Carolina	2008	gbif	Augochlorella aurata	c(1577753.99251308, -877268.056673248)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.615	-82.449	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129770	pan trap	Augochlorella aurata			North Carolina	2008	gbif	Augochlorella aurata	c(1577753.99251308, -877268.056673248)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.615	-82.449	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129789	pan trap	Lasioglossum tegulare			North Carolina	2008	gbif	Lasioglossum tegulare	c(1577753.99251308, -877268.056673248)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.615	-82.449	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129815	pan trap	Augochlorella aurata			North Carolina	2008	gbif	Augochlorella aurata	c(1577753.99251308, -877268.056673248)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.615	-82.449	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129833	pan trap	Augochlorella aurata			North Carolina	2008	gbif	Augochlorella aurata	c(1577753.99251308, -877268.056673248)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.615	-82.449	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129851	pan trap	Lasioglossum viridatum_group			North Carolina	2008	gbif	Lasioglossum viridatum	c(1577753.99251308, -877268.056673248)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.616	-82.452	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129888	pan trap	Augochlorella aurata			North Carolina	2008	gbif	Augochlorella aurata	c(1577468.13784126, -877215.051693826)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.616	-82.452	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129914	pan trap	Lasioglossum hitchensi			North Carolina	2008	gbif	Lasioglossum hitchensi	c(1577468.13784126, -877215.051693826)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.616	-82.452	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129932	pan trap	Lasioglossum imitatum			North Carolina	2008	gbif	Lasioglossum imitatum	c(1577468.13784126, -877215.051693826)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.616	-82.452	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129950	pan trap	Lasioglossum imitatum			North Carolina	2008	gbif	Lasioglossum imitatum	c(1577468.13784126, -877215.051693826)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.616	-82.452	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129969	pan trap	Lasioglossum hitchensi			North Carolina	2008	gbif	Lasioglossum hitchensi	c(1577468.13784126, -877215.051693826)	Blue Ridge
