associatedTaxa	basisOfRecord	collectionCode	collectionID	coordinateUncertaintyInMeters	country	county	day	decimalLatitude	decimalLongitude	eventDate	genus	habitat	identificationID	informationWithheld	infraspecificEpithet	institutionCode	locality	month	occurrenceID	samplingProtocol	scientificName	scientificNameAuthorship	specificEpithet	stateProvince	year	dataAggregatorName	resolvedNames	geometry	ecoregion
	PreservedSpecimen	ENT		20032	USA	Taylor County	15	32.449	-99.733	1943-08-15	Svastra			NA		YPM	Camp Barkeley, near Abilene	8	urn:uuid:79f344bc-0fe4-4f37-a8ab-bf9a55ef2a51		Svastra texana	(Cresson)	texana	Texas	1943	idigbio	Svastra texana	c(25204.6462894266, -1392778.91786618)	Central Great Plains
associated with:Petalostemum	PreservedSpecimen				UNITED STATES	Arthur		40.276	-100.11	1987-07-07/1987-07-08	Perdita			NA		AMNH	Arapahoe Prairie		urn:uuid:e57d174a-e427-11e2-8e88-0026552be7ea	Netting	Perdita perpallida	Cockerell,1901	perpallida	Nebraska	1987	idigbio	Perdita perpallida	c(-9339.7738165307, -525129.605333785)	Central Great Plains
	PreservedSpecimen				UNITED STATES	Wichita		34.16	-98.919	1948-06-27	Bombus			NA		AMNH	9 mi N of Electra		urn:uuid:84d730e8-d8e1-11e2-99a2-0026552be7ea	Netting	Bombus auricomus	(Robertson,1903)	auricomus	Texas	1948	idigbio	Bombus auricomus	c(99906.9917919877, -1202920.71390184)	Central Great Plains
	PreservedSpecimen				UNITED STATES	Arthur		40.276	-100.11	1988-07-17	Diadasia			NA		AMNH	Arapahoe Prairie		urn:uuid:838edc72-d8e1-11e2-99a2-0026552be7ea	Netting	Diadasia enavata	(Cresson,1872)	enavata	Nebraska	1988	idigbio	Diadasia enavata	c(-9339.7738165307, -525129.605333785)	Central Great Plains
	PreservedSpecimen	ENT		2201	USA	Sumner County	2	37.022	-97.62	1975-07-02	Bombus			NA		YPM	1 mi. S.W. of Caldwell	7	urn:uuid:2f5901d9-4946-4379-bae8-1818ae6b55fa		Bombus pensylvanicus	(DeGeer)	pensylvanicus	Kansas	1975	idigbio	Bombus pensylvanicus	c(211770.88715588, -883394.131450421)	Central Great Plains
	PreservedSpecimen	ENT		8997	USA	Taylor County	18	32.436	-99.699	1943-09-18	Bombus			NA		YPM	Abilene, Camp Barkeley	9	urn:uuid:54624048-7759-4ecd-b08b-60735658e245		Bombus pensylvanicus	(DeGeer)	pensylvanicus	Texas	1943	idigbio	Bombus pensylvanicus	c(28418.664589957, -1394205.14466898)	Central Great Plains
	PreservedSpecimen			Unknown	UNITED STATES	Sedgwick		37.688	-97.367	1965-06-13	Andrena			NA		RUAC	5 mi W of Wichita		urn:uuid:8580dff8-d8e1-11e2-99a2-0026552be7ea	Netting	Andrena illinoiensis	Robertson,1891	illinoiensis	Kansas	1965	idigbio	Andrena illinoiensis	c(232114.03008468, -808853.896159112)	Central Great Plains
associated with:Prunus gracilis	PreservedSpecimen				UNITED STATES	Kingfisher		36.039	-97.911	1950-04-08	Andrena			NA		AMNH	4 mi N of Dover		urn:uuid:85b21e42-d8e1-11e2-99a2-0026552be7ea	Netting	Andrena imitatrix	Cresson,1872	imitatrix	Oklahoma	1950	idigbio	Andrena imitatrix	c(188382.457656105, -993068.575351306)	Central Great Plains
	PreservedSpecimen				UNITED STATES	Childress		34.426	-100.151	1950-07-13	Halictus			NA		AMNH	3 mi E of Childress		urn:uuid:85566a8e-d8e1-11e2-99a2-0026552be7ea	Netting	Halictus tripartitus	Cockerell,1895	tripartitus	Texas	1950	idigbio	Halictus tripartitus	c(-13908.8655859753, -1174094.37395542)	Central Great Plains
	PreservedSpecimen	ENT		20032	USA	Taylor County	29	32.449	-99.733	1943-08-29	Lasioglossum			NA		YPM	Camp Barkeley, near Abilene	8	urn:uuid:32dd6244-8ff6-400a-8fa9-08bdf7bdfa2b		Lasioglossum connexum	(Cresson)	connexum	Texas	1943	idigbio	Lasioglossum connexum	c(25204.6462894266, -1392778.91786618)	Central Great Plains
