associatedTaxa	basisOfRecord	collectionCode	collectionID	coordinateUncertaintyInMeters	country	county	day	decimalLatitude	decimalLongitude	eventDate	genus	habitat	identificationID	informationWithheld	infraspecificEpithet	institutionCode	locality	month	occurrenceID	samplingProtocol	scientificName	scientificNameAuthorship	specificEpithet	stateProvince	year	dataAggregatorName	resolvedNames	geometry	ecoregion
	PreservedSpecimen	Ento	4	200	United States		25	64.86	-147.825	1980-05-25	Bombus	black spruce-sphagnum, Arctostaphylos rubra		NA		UAM	Fairbanks, UAF	05	http://arctos.database.museum/guid/UAM:Ento:133409?seid=1329796		Bombus frigidus		frigidus	Alaska	1980	idigbio	Bombus frigidus	c(-2090219.05659453, 2910754.28930639)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	10	United States			65.368	-148.95	2016-06-30/2016-07-14	Bombus	burnt b. spruce		NA		UAM	Elliot Highway Mile 87		http://arctos.database.museum/guid/UAM:Ento:339004?seid=3243252	pollinator vane trap, 0.5m	Bombus jonellus		jonellus	Alaska		idigbio	Bombus jonellus	c(-2089852.91345636, 2986810.49175714)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	13	United States			64.851	-147.851	2009-05-20/2009-05-28	Bombus			NA		UAM	Fairbanks, UAF Farm		http://arctos.database.museum/guid/UAM:Ento:190158?seid=1592662	pollinator trap B/W/O	Bombus perplexus		perplexus	Alaska		idigbio	Bombus perplexus	c(-2091823.91210071, 2910727.67294619)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	13	United States			64.851	-147.851	2010-05-17/2010-05-20	Bombus			NA		UAM	Fairbanks, UAF Farm		http://arctos.database.museum/guid/UAM:Ento:182510?seid=1642578	pollinator trap B/W/L	Bombus perplexus		perplexus	Alaska		idigbio	Bombus perplexus	c(-2091823.91210071, 2910727.67294619)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	13	United States			64.851	-147.851	2009-06-25/2009-07-02	Bombus			NA		UAM	Fairbanks, UAF Farm		http://arctos.database.museum/guid/UAM:Ento:185007?seid=1098808	pollinator trap B/W/O	Bombus melanopygus		melanopygus	Alaska		idigbio	Bombus melanopygus	c(-2091823.91210071, 2910727.67294619)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	500	United States		22	64.866	-147.868	1981-05-22	Bombus	willow thickets, Salix lasiandra		NA		UAM	Fairbanks: Smith Lake	05	http://arctos.database.museum/guid/UAM:Ento:135125?seid=1517822		Bombus frigidus		frigidus	Alaska	1981	idigbio	Bombus frigidus	c(-2091275.43175315, 2912514.11592964)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	13	United States			64.851	-147.851	2009-05-20/2009-05-28	Bombus			NA		UAM	Fairbanks, UAF Farm		http://arctos.database.museum/guid/UAM:Ento:192867?seid=755169	pollinator trap B/W/O	Bombus flavidus		flavidus	Alaska		idigbio	Bombus flavidus	c(-2091823.91210071, 2910727.67294619)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	13	United States			64.851	-147.851	2009-06-18/2009-06-25	Bombus			NA		UAM	Fairbanks, UAF Farm		http://arctos.database.museum/guid/UAM:Ento:177919?seid=78433	pollinator trap B/W/O	Bombus jonellus		jonellus	Alaska		idigbio	Bombus jonellus	c(-2091823.91210071, 2910727.67294619)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	13	United States			64.851	-147.851	2009-05-01/2009-05-06	Bombus			NA		UAM	Fairbanks, UAF Farm		http://arctos.database.museum/guid/UAM:Ento:177641?seid=277939	pollinator trap B/W/L	Bombus jonellus		jonellus	Alaska		idigbio	Bombus jonellus	c(-2091823.91210071, 2910727.67294619)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	13	United States			64.851	-147.851	2009-06-25/2009-07-02	Bombus			NA		UAM	Fairbanks, UAF Farm		http://arctos.database.museum/guid/UAM:Ento:185011?seid=1327602	pollinator trap B/W/O	Bombus melanopygus		melanopygus	Alaska		idigbio	Bombus melanopygus	c(-2091823.91210071, 2910727.67294619)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	13	United States			64.851	-147.851	2009-05-20/2009-05-28	Bombus			NA		UAM	Fairbanks, UAF Farm		http://arctos.database.museum/guid/UAM:Ento:190137?seid=1585473	pollinator trap B/W/O	Bombus perplexus		perplexus	Alaska		idigbio	Bombus perplexus	c(-2091823.91210071, 2910727.67294619)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	5	United States		28	67.101	-158.996	2017-06-28	Bombus	Sand sheet, Dryas		NA		UAM	Great Kobuk Sand Dunes, Kobuk Valley National Park	06	http://arctos.database.museum/guid/UAM:Ento:476042?seid=5402914	net	Bombus frigidus		frigidus	Alaska	2017	idigbio	Bombus frigidus	c(-2244072.30066476, 3429235.13988739)	Interior Forested Lowlands and Uplands
